,Title,Score,Comment
609,샤잠! 신들의 분노,7,"1편과 대동소이. 스케일은 커지고, 영상미는 좋아지고, 유치한 개그는 여전하고, 빌런의 매력은 떨어지고, 개연성과 스토리는 부실해졌다."
610,소울메이트,10,눙물펑펑 ㅠㅠㅠㅠ
611,서치 2,10,
612,이마 베프,8,
613,콜 제인,10,
614,소울메이트,6,
615,스즈메의 문단속,2,평하기 어려울 정도로 노잼
616,소울메이트,10,좋았다 순수한 감정선... 그마음
617,스즈메의 문단속,10,진짜 신카이 마코토 것중에 최고가 아닐까 싶내요 3편중 젤좋은거같내요
618,TAR 타르,7,연기는 최고였어요
619,소울메이트,8,처음에는 아빠미소로 보다가 후반에김소미가 소시오패스로 나오네요
620,스즈메의 문단속,1,개연성 1도 없음. 지루함. 이해 안 가는 부분이 너무 많음
621,소울메이트,1,포스터는 '청춘물'인데 내용은 그냥 아무것도 없음청춘물도아니고 현실적인 이야기도아니고 무슨 얘기를하고싶은건지 설득력이 전혀없음영상미가 좋은것도아님다신 안볼듯
622,스즈메의 문단속,10,진짜 대존잼 너의 이름은보다 훨씬 재밌게 봤어요
623,다음 소희,10,돈으로 인권을 살수 있는 세상
624,똑똑똑,5,너무너무 지루했음
625,레이크뷰 테라스,6,사뮤엘 잭슨 OOO기같은 악질이네
626,써스펙트,7,마지막이 좀 아쉬웠다. 마지막에서 호불호가 좀 많이 갈리는 것 같다. 그걸 배제하고 보면 초반까지는 괜찮았음.
627,샤잠! 신들의 분노,8,액션 최고였어요 ㅎㅎ
628,스즈메의 문단속,10,"잔잔하게 계속 그냥 울컥울컥하는 부분들, 살짝씩 개그적인 요소들 영상미 음악 ㅠㅠ 개인적으로 너의이름은 날씨의아이보다 재밌었습니다. 저는 또보러갈거예요"
629,대무가,10,처음보고 듣는 소재! 신선하고 굿~ 난 재밌게 봄
630,스즈메의 문단속,10,와 이거 후유증 미쳐요 진짜 아니 그냥 제발 보세요 ㅠㅠ
631,소울메이트,6,설득력은 없었지만 아름다운 청춘물로써는 좋았다.
632,플레인,9,디스 이즈 스뽜르타드 해적놈들아!!
633,스즈메의 문단속,10,진짜 영상미.. 말잇못또 보고싶네요
634,데시벨,10,관객수가 더 많았어도 될만한 영화였어요배우들 연기좋아요
635,샤잠! 신들의 분노,6,"4DX로 오늘 봤는데,주인공이 너무 바보같이 나와요. 다음편에서는 좀 더 성숙했으면 좋겠어요."
636,스즈메의 문단속,3,스토리가 개썩었음. 결국엔 모든게 고양이가 가출해서 생긴 문제고 고양이가 다시 요석으로 변하면서 끝나다니...너무 이해안되고 어이없었음.
637,스즈메의 문단속,10,첫 혼영을 스즈메의 문단속으로 했는데 감동 받고 재미도 있고 여러모로 좋았어요 추천 !!
638,용호상조,8,분노게이지가 점점 더 올라가다가 라스트 씬에서 해소가 됐다....홍콩 느와르의 효시가 된 작품이 아닐지...총 맞아도 여간해서는 죽지 않고 말이지....어쨌든 멋있었다...여주의 노출로 인해. 볼거리가 풍성해진 느낌....역시 배우는 작품을 위해 벗을 줄도 알아야 한다...여주의 죽음이 안타깝지만쿨하게 넘어가는 것..그리고 아이를 공 던져서 도로에서 깔려 죽을 수도 있는 미끼로 쓴다는 게.홍콩 짱꼴라들 특유의 생명 경시 사상을 엿볼 수가 있다. 그 사조가 이후 홍콩 느와르 작품들의 베이스에 깔리기 시작한다....어쨌건 전제적으론 괜찮은 작품이었다...
639,다음 소희,10,너무 안타깝고 슬프다. 어린나이에 너무 가혹한 현실. 다 좀 바뀌자!!!
640,스즈메의 문단속,8,저는 개인적으로 재밌게 봤어요!!! 영상미가 엄청났고 ost가 너무 좋아서 영화 보면서도 내내 흥미로웠어요! 물론 주인공들 감정선이나 중간중간 내가 뭔가 놓쳤나?싶을 정도로 약간 이해가 늦게 됐던 장면들도 있었지만 고양이가 너무 귀여우ㅓ요....ㅠ잘 봤습니다!
641,스즈메의 문단속,1,그냥 너무 내용이 반복적이고 같은 말 계속하고 유치하고 뻔해서 헛웃음이 계속 나서 계속 웃었습니다 어찌보면 본 영화중 젤 많이 웃었네요
642,스즈메의 문단속,8,"스토리가 좀 아쉽지만, 아름다운 영상과 그에 어울리는 음악이 눈과 귀를 즐겁게 해준다."
643,나르비크,8,내가 낳고 키운 자식을 선택할것인가. 나의 조국을 선택할 것인가?  돌을 맞아도 나역시 내 자식을 구하지 않을까...
644,유체이탈자,10,연출 액션 특수효과는 100점스토리는 50점
645,데시벨,10,굿굿 연기 미쳤음 .. 넷플에서 보고 와 이게 왜 안 떴지 싶은데…
646,압꾸정,1,넷플릭스에 있어서 우연히 보게 되었는데....뒤로 갈수록 너무 재미없음.
647,스네이크 아이즈: 지.아이.조,1,이병헌의 지아이조를 잇는 이 시대 최고의 뱀눈까리
648,에브리씽 에브리웨어 올 앳 원스+,10,Be kind be gentle
649,TV소설 - 복희 누나,7,볼만한 드라마.
650,다음 소희,10,사회가 감추려하는 아픈현실을 세상에 알리는 이런 영화야 말로 이 시대의 스크린이 해야 할 일
651,압꾸정,1,심각하다 심각해..21세기에 아직도 이런 영화기 나오네..
652,더 헌트,10,내 생에 손꼽는 몇 안되는 영화
653,초속5센티미터,10,
654,멍뭉이,1,반려견의 새 보호자 찾기...우리는 그걸 파양이라고 부르기로 했어요.
655,대외비,1,너무 뻔하고 재미없어요
656,소울메이트,8,개연성을 생각하는 순간 몰입할 수 없으니 흐린눈...
657,스즈메의 문단속,10,
658,널 기다리며,4,"아무리 범죄자가 쓰레기라도 경찰이 그렇게 폭력을 쓰면 안 되지...경찰이 범법자네..그거 고소하면 빼박이잖아...합의를 보더라도 돈도 꽤 많이 들 테고 범죄자 도와주는 거지 ...그리고 아무리 경찰이경찰 가족이었던 애를 보호한다 쳐도 경찰서에서 지내게 한다는 게 말이나 되니? 너무 말도 안 되는 스토리를 범죄자 새끼에 대한 증오로 다 퉁쳐버리려고 한다... 개연성이 제로....그 훙폭한 범죄자가 여자애 하나 어떻게 못한다는 게 말이 되니? 말 안 되는 게 너무 많아서 평점을 매기기가 어렵다..,또한 약간의 긴장도를 이끌어 냈다는 건 인정한다만 그리 만족스럽질 못했다..."
659,소울메이트,10,
660,아임 히어로 더 파이널,10,
661,스네이크 아이즈: 지.아이.조,1,망작 경연대회나가면 다섯손가락안에 들듯
662,스즈메의 문단속,10,말이 필요없는....
663,유령,2,정말 재미없습니다... 추리는 다필요없고 액션 와다다 다때려부순다 끝
664,앤트맨과 와스프: 퀀텀매니아,8,마블팬이면 꼭 봐야하는 영화
665,더 포스트,10,무조건 보세요.정말 꼭 보세요.정말 가슴이 벅차다.현시대에 진정한 언론은 어디에 있는가.그들이 드러날 수 있는 용기와 지지를 실어주는 국민이 되고싶다.
666,스즈메의 문단속,9,"너의이름은 만큼의 임팩트는 없었지만 마음은 좀 더 가는 그런 작품.한 영화를 영화관에서 두 번 본적은 없지만 한 번 더 보러가고싶은 기분이 든다.ost도 사실 기억이 그렇게 남지않아서 아쉽고,초반부터 의자가 다해먹은 작품!"
667,스즈메의 문단속,10,전작에 비해선 아쉽지만 역시
668,샤잠! 신들의 분노,6,오늘 4DX로 봤는데 확실히 기대를 안하고 가야 볼만하다 유치뽕 하긴 하지만 그래도 나름 볼만했음 마지막에 갤 가돗 등장할때 왠지 모르게 반가웠음
669,데시벨,1,군인이 작전중에 동료가 죽었다고 테러를 일으킨다고? 오히려 군인 모독이다
670,대외비,2,사진관등 이상한데서 시간 다~ 잡아먹고나머지는 생략에.. 알아서 생각해라그런 느낌
671,루터: 태양의 몰락,4,우째 평점이 좋다해서 봤드만 역시 나만 이상한게 아니었네^^1시간보다 껐는데 혹시 이영화 보시려는분들은 과감하게 보지마세요^^
672,나는 가수다 3,7,질리지 않는 프로.
673,아름다운 청년 전태일,10,목숨바쳐 노동현실을 바꾸고자 했는데 2023년에 주69시간 일을 하라네 그래 니들부터 해보고말해라
674,샤잠! 신들의 분노,4,이젠 유치함도 없다
675,소울메이트,7,볼만했어요
676,샤잠! 신들의 분노,8,"샤잠은 원작 코믹스에서부터 어린아이가 멋진 성인 남자로 변하여 히어로 활동을 한다는 설정을 부여하여 어린아이들을 타겟으로 만들어진 히어로 캐릭터였습니다. 그렇기 때문에 해당 작품에서 아이들이 주인공이 되어 가족적이며 유쾌하고, 한편으로는 유치할 수 있는 분위기를 형성하는 것은 샤잠이라는 캐릭터의 설정상 불가피하고 당연한 부분이라고 생각합니다. 앞으로 개봉할 ‘플래시’를 기준으로 새로운 세계관이 쓰여질 DC의 작품들을 감상하시기 전에, 아무래도 대중들에게 어색한 DC 코믹스 속에 이런 히어로도 있구나라는 느낌의 킬링타임용으로 감상하기 좋은 작품입니다."
677,블러드 레드 스카이,10,평점이 6~7점은 돼야 되는데 너무 낮아서 10점 준다. 그리고 애 탓을 하는 평들 뭐지ㅋㅋ어차피 테러범들은 승객들 다 죽일 계획이었음 화물칸 문 열어서 흡혈귀 탑출하게 한 그 아저씨가 원흉이구만
678,스즈메의 문단속,10,"연출 하나는 정말 기가 막힌 것 같습니다.게다가 영화 개연성도 저번 날씨의 아이보다 와 닿은 것 같아요. sns 시대가 오면서 점점 사져가는 예전의 가치에 엮어서 지진이라는 재해재난을 발생시킨다는 점이 상당히 신선했습니다.재해재난을 소재로 해결해나가는 남녀 주인공들, 항상 신카이 마코토 작품은 요즘 세대의 트렌드를 파악하고 비판하는데 뛰어난 재능을 가지고 있는 것 같습니다.앞으로도 계속 응원하겠습니다. 화이팅!"
679,롤링 투 유,10,
680,샤잠! 신들의 분노,5,연령대를 낮추니 점점 파워레인저가 되어간다. 아니다 20분물 파워레인저가 더 재밌다. 이 아까운 캐릭터를 어쩌면 좋지?
681,서치 2,10,개재밌음 완전 심장쫄깃하고1보다 훨씬재밌음 꼭보셈
682,더 퍼스트 슬램덩크,10,3번 봤고요 4번째 또 보러 갈 예정입니다.
683,스위치,10,오랜만에 따뜻한 영화보니 좋았어요
684,소울메이트,10,별거 아닌데도 눈물콧물 쏟았어요...영화 분위기가.. 왜 이렇게 슬프죠?ㅠㅠ배우분들도 연기잘하시고 하은역 맡으신분 너무 예뻤어요
685,더 퍼스트 슬램덩크,10,슬램덩크 시간가는줄모르고 2시간이지나갔고 영화관 밖으로 나오니까 내가 서태웅으로 빙의했었음
686,소울메이트,4,"애초에 남주가 왜 존재해야 하는지 이유를 잘 모르겠습니다. 얘는 대사가 20줄도 안되는 거 같은데 하는 일이라고는 영화 내내 알듯 말듯한 세상 다 살아본 표정을 지으면서 둘의 우정을 갈라놓기 위한 장치 그 이상 그 이하도 아닙니다. 동굴에 소원 빌러 갈때 이상하리만치 남주를 미소와 단 둘이 보내려고 영화가 발악을 하는 것부터 (미소가 애도 아니고 다 동갑이면서 친구가 다칠까봐 남자친구를 보내는) 느낌이 쎄했습니다. 또한 후반부 반전이라고 가져온 게, 사실은 미소가 남주와 사귀어서 목걸이를 얻은게 아니라 목걸이를 미소가 빌린거였다, 사실은 둘이 키스하는 (하는 것처럼 보였던) 것을 아주 타이밍 좋게 하은이 목격했었다 등등 너무 촌스럽습니다. 그 오랜 우정이 남자 하나가 덜렁 나와서는 깨지기 시작하고, 평소처럼 대화만 나눴다면 일어날 가능성 자체가 없는 의심이 갈등의 주제라니 여자들의 우정을 너무 우습게 아시는 거 아닙니까? (어쩌면 내가 남자라서 그 우정을 이해 못하는 것일수도?) 차라리 남주를 없애버리고 서로의 금전적/사회적 격차로 인해 서서히 관계가 파멸로 나아가는 모습을 적나라하게 그리는게 훨씬 재밌었을 거라고 생각합니다. 리메이크라고 해서 원작이랑 똑같이 만들어야 한다는 규칙이 있는 것도 아니고. 남주 문제 이외에는, 미소와 하은의 돈독한 우정을 그리는 시간이 너무 깁니다. 솔직히 목욕 장면, DDR 장면을 비롯해 반 이상을 날려도 영화를 이해하는데 전혀 문제가 없다고 생각합니다. 다만 영화가 상황에 따라 색감을 바꿔가며 둘의 갈등을 표현하려 노력한 점은 굉장히 좋았다고 생각합니다."
687,공조2: 인터내셔날,8,
688,소울메이트,10,다른분들 모두 연기력이 뛰어났지만 역시 김다미 배우님 연기력이 깊은 감동을 주는 느낌이 들었어요저는 그러고보니 일부러 다 챙겨본건 아닌데 김다미 배우님이 출연한 작품을 거의 다 봤더라구요.새로운 작품에서 따듯한 감동을 전해주셔서 감사합니다.
689,명탐정 코난: 할로윈의 신부,10,ost 진짜 너무... 너무 좋았고 씁쓸한 맛이 있어서 자꾸 생각나는 영화네요
690,멍뭉이,1,정말 재미가 없네요 하아..
691,루터: 태양의 몰락,3,"이제 시작이니까 간절히 기도하고 있다. 좋은 영화는 관객들이 손을 잡아주실 거라 믿는다”고 했다. - 울며, 불며, 뒹굴며"
692,소울메이트,6,"원작이 있는 영화다 보니 당연히 비교가 될 수밖에 없는 거 같아요.연기와 영상미는 훌륭했습니다! 분명 평타 이상의 영화는 맞습니다! 근데 영화 음악이 좀 아쉽습니다.. 모그 음악감독님 명성에 비해 기억에 남는 귀를 휘감는 감동적인 음악이 없습니다.  원작에 비해 미소(안생)와 하은(칠월) 두 캐릭터의 개성이 약해져서 감동이 너무 줄었습니다.원작의 대표적인 감동 포인트는 보살핌 없고 거칠게 모험적이고 진보적인 삶을 살던 안생(미소)와 따뜻하지만 보수적이고 소심한 안정적인 삶을 살던 칠월(하은)이 모종의 사건들을 겪으며 안생은 칠월처럼, 칠월은 안생 같은 삶은 살게 되는 거였죠!근데 이번 한국 리메이크 버전에서는 두 캐릭터의 개성이 너무 흐려져서 미소와 하은이 왜 그렇게 갈등을 일으키는지에 대한 폭이 너무 좁았다고 할까요? 서로를 동경하는 면도 전혀 안 보이고요.그래서 극의 낙차라고 할까요? 기승전결이 크게 살지 않아서 원작에 비해 감동이 많이 떨어지는 건 어쩔 수가 없네요."
693,스즈메의 문단속,10,"하 진짜 배경 작하하며 스토리 하며 화면전환,연출 다 미쳤어요 그냥 ㅠㅜㅠ"
694,더 웨일,9,나도 몸무게가 120kg은 되는데 영화보면서 다행이다는 생각과 한편으로는 살을 빼야겠다고 생각이 든다
695,스즈메의 문단속,10,너무 감독받았고 좋았어요.굿굿
696,소울메이트,10,
697,택시운전사,10,와 진짜 인생영화네요 진짜 감동적이었어요 엄청 울면서 봤어요 진짜 한 번 이상 더 봐야 될 인생영화예요
698,대외비,5,"눈빛만 살아있는,넘치는 클리셰~"
699,소울메이트,10,"영화 정말 재밌게 잘 봤습니다 제 기준 100점 주고 싶네요 고민 하지말고 가족,친구들과 무조건 보세요."
700,아임 히어로 더 파이널,1,이런걸 머하러 만드는지
701,더 퍼스트 슬램덩크,10,오랜만에 심장이 뛰고 두근두근한 영화를 발견했다
702,스즈메의 문단속,10,최근에 나의이름은이나 날씨의아이는 별로였는데 이 영화는 감동도있고애니메이션적인 허용안에서 펼쳐지는 상상력을 자극하는 많은 내용들로 사람을 더욱집중하게 만든다. 영화관에 가서 봐도 후회 안할 영화. 몰입도도 작화도 좋다!
703,에브리씽 에브리웨어 올 앳 원스+,10,내가 뭘본거지 싶은데 뭔가 엄청나다 말로 표현할수가 없음ㅋ큐ㅜ 다 보고나니 너무 기분 좋아지는 영화
704,스즈메의 문단속,8,"너의 이름은, 날씨의 아이만큼의 기대치가 있어서 그런지 그정도는 아니었던거 같지만... 그래도 재밌게 봄"
705,아메리칸 뷰티,10,포에버 클래식~
706,두다다쿵: 후후섬의 비밀,10,9살 초등학생 여아랑 잼있게 봤어요. 이제 두다다쿵 볼나이는 조금 지났는데 그래도 잼있었다고 하네요. 마지막에는 조금 슬펐어요ㅠ
707,블랙 팬서: 와칸다 포에버,1,와 마블 왜이러냐... 이렇게 노잼으로 만들기도 힘들겠다..쓰레기 영화
708,스즈메의 문단속,10,믿고보는 영화..! 꼭 보시길 바랍니다!!
709,부라더,8,왜..난 슬프게 울고 웃으면서 봤는데…볼만하구만 ㅜㅜ
710,더 퍼스트 슬램덩크,10,명작입니다. 무조건 보세요.
711,랑종,4,1) 스토리의 기승전결이 잘 이루어졌나? >마지막 연출을 위해서 상식밖(인간 평균 지능 이하의 트롤링)의 행동을 끝도 없이 하는 등장인물.. 개연성 따윈 없음 2) 소재가 신선한가?  >무당이나 빙의 소재는 이미 흔하고 그 차이점을 한국이 아닌 태국으로 배경을 옮겨 다른 그림을 보이려한 것 같으나 이전의 비슷한 빙의 영화의 한계를 넘지 못함. 3) 연출적으로 다른 공포 영화보다 뛰어난가? >페이크 다큐 형식을 취하고 있으나.. 이게 최악의 한 수인듯.. 카메라맨들은 NPC처럼 찍기만하다 갑자기 공격을 당하면 마네킹처럼 아무 저항 없이 당해줌... 4) 배우들의 연기가 좋아 몰입이 되는가? >주연들의 연기는 볼만하나 촬영팀 포함 발연기 빌런이 다수 포진 5) 킬링타임용으로 볼만한가? >그럭저럭 볼만한데 초반 한시간의 지루함을 견뎌야함. 6) 총평 >곡성 이후의 작품을 만드는 동안 느꼈을 나홍진 감독의 부담감이 영화를 보는내내 느껴진것 같음.
712,스즈메의 문단속,9,이거 보면서 느낀게 솔직히 러브요소가 없었으면 좋겠음...뭐 만난지 얼마 제대로 되지도 않았는데 갑자기 사랑에빠지는...그럴수 있긴 한데 그 마음을 너무 깊이 받아들이는? 느낌이 좀 개연성 부족이라고 느낀다..난 여기 러브라인이 없었으면 더 좋았을거라고 생각한다 이거 빼면 최고다....
713,교섭,2,식상함 !...ㅏㄱ...
714,소울메이트,9,참 슬픕니다.  그런데. 영화 좋네요.
715,스즈메의 문단속,10,후반부갈수록 재밌어요 울뻔했다
716,소울메이트,10,재밋어요   감동적이고 따뜻한  작품이네요
717,스즈메의 문단속,8,스포 없는 요약= 커다란 고래회충이 지진내는 것을 막는 문단속 이야기.오늘의 교훈=뒷문도 두드려보고 건너자
718,이니셰린의 밴시,10,울면서 봤고아일랜드 풍경이 그냥 다했네 꼭 상영관에서 봐야
719,샤잠! 신들의 분노,2,안 낚일려고 했는데 평점에 속았다.. 돈은 많이 쓴거 같은데..
720,에브리씽 에브리웨어 올 앳 원스+,8,묘하게 감정이입 되는 영화
721,에브리씽 에브리웨어 올 앳 원스+,10,"이 시대에 나와선 안됐을수도 있는 역PC물. 모든것을 희생한듯한 엄마의 역할과 그에 저항하는 딸이 가져오는 변화와 그 파괴력을 메인인척 하지만 실질적으로는 가족들에게만 무능해보이는 남편의 자리, 가장 보수적이라 생각했던 아버지의 모습등이 가벼운척 쉽사리 던져져 있다. B급 느낌답게 뜬금없이 나오는 패러디와 오마쥬 틈에는 8,90년대 퍼붓듯이 쏟아지던 중국영화에 대한 감독의 존경심이 진심으로 느껴졌다."
722,이니셰린의 밴시,10,미친 배우들의 미친 연기
723,더 웨일,8,"상처받은 이들의 모습을 덤덤하게 그린 작품, 무조건적인 해피엔딩이 아니라서여운이 길게 이어진 영화"
724,소울메이트,8,아름다운 제주의 배경과 두 사람의 우정. 빛나는 그 시절 우리.
725,서치 2,10,콜롬비아 할배 최고네!!
726,소울메이트,7,
727,샤잠! 신들의 분노,6,
728,스즈메의 문단속,10,마지막에 아무 말 없이 울었다.
729,스즈메의 문단속,10,
730,플레인,6,예상외로  이게 오늘나온영화중에는제일나을정도임. 노잼이긴한데 그냥 잠자기만할거라면이걸보면서잠자면좋을듯
731,다음 소희,10,참으로 안타까운 현실이자 이야기
732,샤잠! 신들의 분노,1,진짜로 시끄러움. 말많고 노잼에 차라리블랙아담에 저용을등장시키고이걸 제작하지말지 이게무슨영화인지 보면서쪽팔렸음. 오글거리고
733,이상한 나라의 수학자,10,"한번은 볼만했던 영화,끝부분은 조금 지루"
734,다음 소희,8,어른들의 잘못이다. 화풀이하는 사람들 빈성하자.
735,스즈메의 문단속,10,재미있었습니다 잘 봤어요
736,스즈메의 문단속,2,그냥 보지 마셈 노잼 최악 그 자체 진심
737,루터: 태양의 몰락,5,영화보다는 드라마같은 전개. 악역에 대한 설명 부족. 잔인함이 이해부족.
738,브로커,2,무슨 말을 하려는지도 모르겠고 걍 똥
739,더 웨일,7,브렌든 프레이저 사이디 싱크
740,샤잠! 신들의 분노,10,굳좋습니다좋아요굳 입니다
741,앤트맨과 와스프: 퀀텀매니아,8,최근나온 마블 영화 중에 그래도 제일 나은듯...!!
742,TAR 타르,8,공감 너머 그 어딘가를 향해
743,스즈메의 문단속,10,존잼 또 보고싶다 너무 감동
744,더 퍼스트 슬램덩크,10,서태웅이랑 결혼 갈기고 싶어요 오프닝 스케치 되면서 한 명 한 명 나오는거 진짜...심장 찢어짐
745,콜 제인,7,콜 제인
746,살수,6,현준이와 땡칠이 코만 기억나요
747,스즈메의 문단속,6,딱 영화제목 나오기전까지가 좋았다
748,영웅,10,절대 잊어서는 안되는 우리의역사 한국인이라면 꼭 봐야하는 영화라고 생각합니다
749,보스턴 교살자,8,배우들의 틈없는 연기와 잔잔한 영화의 분위기가 정말 잘 어울린다. 스토리도 볼만해서 나름 좋았다. 영화 조디악이 생각나는 영화다.
750,압꾸정,7,끝까지 재기발랄 했어야지! 왜!!?? 오아시스 이후 급격히 심각해지냐.. 그래서 망했다
751,스타게이저: 아스트로스코프,10,
752,샤잠! 신들의 분노,9,유치하다고 하지만.. 되려 그게 매력 포인트인 영화! 영화가 주는 메시지가 좋다!
753,스즈메의 문단속,8,개연성단속을 잘해야겠네요 그래도 재미는 충분
754,스즈메의 문단속,10,고양이가 너무 좋습니다…신카이마코토씨가 1년에 하나씩 극장판을 내주셨음 좋겠네요 제발요 제발 하나더줘 내가 맛있는 라면을 준비했어
755,샤잠! 신들의 분노,7,레이첼 지글러와 애셔 엔젤과 사귀는 것은 찬성이고 그리고 이 영화는 코미디가 조금 아쉽지만 액션이 통쾌하면서 믿고 보는 배우들에 열연이 있어서 참 좋았다. 이 영화가 좋은 점은 특수효과가 개성이 넘치고 캐릭터와 몬스터가 신기했다.
756,플레인,10,뭐가 재미가 없다는건지…처음부터 끝까지 몰입하면서 봤어요 액션도 이만하면 머
757,스즈메의 문단속,1,개연성 0% + 신파 덩어리에 걍 무리인 영화..
758,멍뭉이,10,아이랑 같이 훈훈하게 봤어요~~
759,스즈메의 문단속,8,
760,6번 칸,10,아주 재밌네요
761,스즈메의 문단속,10,너무 재밌게봤음  강추합니다
762,스즈메의 문단속,10,이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다이것은 걸작이다
763,데시벨,10,재밌는데..평점이 낮아 아쉽네.
764,사랑의 블랙홀,9,
765,압꾸정,3,노래가 제목따라간다죠 영화도 그런가봐요 진짜 꾸정물..
766,스즈메의 문단속,4,"기대를 하였으나, 매우 실망함."
767,서치 2,9,재미있다. 근데 방구석 CCTV에 마이크 달린 거 실화임?
768,플레인,7,욕심부리지 않고 기본에 충실한 깔끔한 오락영화입니다.
769,압꾸정,2,배우들 연기로 이겨내며 3번 끊어서 겨우 겨우 다봄
770,소울메이트,9,눈물 엄청 쏟았네요 ㅠㅠ
771,취권 3,1,
772,스즈메의 문단속,10,말이필요없는명작입니다
773,스즈메의 문단속,10,감탄만 나오는 영화였음 개인적으로
774,"귀멸의 칼날: 상현집결, 그리고 도공 마을로",1,아니 무슨애니로 다본내용 짜집기해서 한시간 넘게틀고  노래로 시간 다잡아먹고 짜증나서 못보겠네
775,스즈메의 문단속,10,
776,스즈메의 문단속,1,씹덕들에겐 작화 빼면 스토리는 노잼임 좀
777,더 퍼스트 슬램덩크,10,슬램덩크를 알지만 산왕전은 전혀몰랐기에 실황경기를 보고왔어서 행운입니다
778,스즈메의 문단속,8,ㅋ..다들 이해를 전혀 못하네..동일본대지진이후. 자기들의 신사참배 상징들을 녹여서 치유됐음을 알리고자 하네. ㅇㅇ그래도 후쿠시마 농수산물 절대 안돼. 방사능 오염수 그만 처버려.
779,데스 노트 - L: 새로운 시작,4,느시 아덴만의 여명 피~취~
780,에브리씽 에브리웨어 올 앳 원스+,9,오스카 고으즈 투... 에브리띵! 댓츠올 야스 올킬
781,샤잠! 신들의 분노,2,아 시  괜히봤어 내용도허접하고 볼것두업구...시간낭비 좋아하시는분만 보세요
782,플레인,10,재밌어요!! 굿굿굿.
783,루터: 태양의 몰락,4,개연성도 없고 내 두 시간만 손해 봤다그 놈의 영화 포스터 때문에 좀 재미있으려나 기대했는데 웬걸 아무 의미도 없이 면상에 태블릿 pc 붙이고 쇼하는 수준이었음루터가 야부리 털 때 인질로 데리고 있는 여자애 죽이는 시늉도 안 하고 경청하는 살인마라니 개친절해서 어이가 없었음이건 마치 웨딩피치 같은 애니메이션에서 주인공 변신 모드일 때 악당이 공격 안 하고 기다려주는 것과도 같은 터무니 없는 젠틀함이었다그리고 살인마 역할이 너무 작위적이었음어거지로 싸패도 아닌 게 싸패인 척 노오력하는 중2병 느낌;어쨌거나 전체적으로 개연성 온데간데 없는 영화지만 이것보다 더 처참한 영화도 몇몇 있으니 별 두 개는 드림
784,소울메이트,8,김다미 연기에 평점 전부 드림
785,압꾸정,10,볼만하구만 왜 평점들이 저주를 퍼부었데??
786,행복을 찾아서,10,크리스는 매순간 최선을 다 해 ’달렸다‘
787,이니셰린의 밴시,10,시대상을 알면 더 풍성한 텍스쳐지만 그걸  차지하고라도 배우간의 연기가 보여주는 관계성이 여러 생각하게 하는 영화
788,6번 칸,8,6번칸 - 여의도 CGV
789,타락천사,6,그냥그랬다 금성무젊다
790,머니볼,8,이래서 야구를 싫어할 수가 없다.
791,소울메이트,8,김다미 보러갔다가 전소니를 알게된 영화  원작이 보고싶어졌어요
792,소울메이트,10,오랜만에 감동받은 영화.
793,스즈메의 문단속,1,진짜 문만 닫는영화 비추
794,인터스텔라,10,초등학생 때 뭣모르고 친구랑 보러갔다가 뭔소린지 이해가 안가서 유튜브로 해석 찾아보고댕겼었다지금에 와서 재개봉 한다고하면 다 갖다치우고 바로 보러달려간다 ㄹㅇ 여러방면에서 새로운 감각을 알려준 인생영화
