Title,Score,Comment
게이샤의 추억,1,보는내내 너무 지루해서 영화멈추고 중간에 딴짓하고 보고 딴짓하고 보고 결국 아침에보기시작해서 저녁에 끝남 내 평생 이렇게 지루한영화는 처음인듯 왜색이니 어색하니 뭐니 다 빼고나서도 그냥 영화가 처음부터 끝까지 뭔가 내용이나 알맹이도없는 장면에만 치중한느낌 안보는걸 추천
서울대작전,10,한국판 분노의질주라고 하는사람 있을텐데 말도안된다 ㅋㅋ분노의질주가 헐리웃판 서울대작전이니까...
서울대작전,2,이 캐스팅으로 이정도 밖에 ...
사랑할 땐 누구나 최악이 된다,8,요아킴 트리에에 대한 기대치는 충족. 그 이상은 아님.대신 오슬로 구경하기엔 너무 좋음.
놉,2,"재미없어요. 겟아웃,어스를 잼있게봐서 비슷할줄알았는데 전개도 너~~~무 느리고 비추해요. 후반까지 먼가 대단한 괴물일거 같았는데, 그게 고작 공기인형먹고 터져서 죽다니요ㅜㅜ 스토리가 산으로 가네요"
미니언즈2,10,ㅎㅎ 귀여움으로 시작해서 귀여움으로 끝났다
서울대작전,10,불면증이 나았습니다.
탑건: 매버릭,10,영화 속에서 매버릭이 무인기 시대에 파일럿의 존재 가치를 증명해낸 사람이라면현실에서 탑건매버릭은 스트리밍 시대에 스크린의 존재 가치를 증명해낸 영화라고 생각합니다왜 개봉을 미뤄가면서까지 스크린만을 고집했던건지 영화가 시작되기 전까지는 몰랐습니다.
외계+인 1부,10,몰입도 있고 생각보다 재밌게 봤어요!!왜 평점이 낮은지 모르겠네용 영화관 아니라 집에서 봤는데도 재밋어요!!
서울대작전,1,볼 수록 짜증이 나네요..ㅋㅋ이걸 영화라고..
육사오(6/45),10,마지막쯤이 쪼금 엥? 스럽긴 했지만 너무 재밌었습니다ㅋㅋㅋㅋ 간만에 가볍게 엄청 웃고왔네요
서울대작전,1,클레멘타인 이후의 최고의 영화네
불릿 트레인,10,브래드 피트가 앞으로 이런 영화 많이 찍어줬으면 좋겟어요
탑건: 매버릭,10,영화관 자체를 잘 가지 않는 스타일인데 처음 보고 나오자마자 딱 들었던 생각이 '너무 깔끔하게 잘 만들어졌다' 였다. 그리고 자꾸 생각나고 다시 보고 기분 좋아지는 경험을 하고 싶다는 생각이 들게 하는 영화였음.
외계+인 1부,8,2부 많이 기다려지는데  .. 꼭 2부 개봉해주세요
서울대작전,1,"88년도 배경으로 전씨를 까고 싶었던 영화 같은데주인공과 친구들이 ' 우리 존나 멋지지 우리가 짱이지' 이러고 있음.임무를 하게 되는 과정과 왜 하는지 캐릭터들의 설득력 없음.송민호는 악만쓰고 오바만 하는데 보기 안쓰러웠음.배우들의 연기를 욕하려는게 아니라 영화 전체적인 연출이 너무 별로임.캐릭터가 다 각자 따로 놀고 있으니 집중이 안됨.편집을 어떻게 한건지 개연성도 없고.어지간히 재미없는 영화도 재미없다 별로다 이러고 마는데 이 영화는 화가 나더라.우리나라는 왜 진정성 있는 내용으로 감동을 주는 영화는 없고 죄다 이런 오락영화냐.그리고 이런 재미로 보는 영화도 좋은데 내용이 있어야지.쿠엔틴 타란티노 감독의 ' 바스터즈 - 거친 녀석들' 봐라.그게 연기고, 감독이 전하는 메세지다."
탑건: 매버릭,10,와 이거뭐 말이필요하나..
서울대작전,1,처음으로 넷플릭스 영화를 10분 보다가 종료함
헤어질 결심,9,사랑이라는 재난?을 만났을 때 어떤 선택이 가장 좋을까?
육사오(6/45),8,재미 감동 둘다 있는데 약간 유치한감도 있지만 많이 유치하진 안고 전체적으로 잘 웃김
한산: 용의 출현,10,잘 봤습니다 재밌어요
폭격,10,아타까운 슬픔과 가슴이 먹먹한 영화. 영화 아주 잘만들었고 완성도 높은 영화이다.   모든 배우들의 명연기 리얼 100%
서울대작전,10,"예전 감성을 느껴볼 수 있는 좋은 영화네요! 연출이나 연기, 스토리 전개도 괜찮았습니다^^"
헌트,10,"[이]럴수가..[정]말 이정재가 만든 영화인가?[재]미도 재미지만 격동의 시대적 사건을 이렇게 밀도있게 녹여내다니 [헌]정역사상 80년대 배경으로 한 영화 중 오락성과 숨은 메시지 표현면에서 만큼은 최고다.[트]위터가 없지만 트위터 계정을 만들어 홍보하고 싶을만큼 전체적으로 의미가 있는 영화인듯하다.[정]신 못차리게 전개되는 연출과 [우]열을 가릴수 없는 연기, 엄청난 까메오 군단 [성]공적인 영화감독 데뷔로 이정재 감독이 만든 영화라 하면 선입견 없이 그냥 볼것 같다."
비상선언,7,여러가지 생각이 들었던...
히즈 올 댓,10,
불릿 트레인,8,평점 왜 이리 낮음
탑건: 매버릭,10,탑건:매버릭으로 36년만에 완성된 탑건이라는 생각이 들었다 진짜 꼭 영화관에서 봐야하는 영화 !!!
서울대작전,1,보다 잠들었는데 꾼 꿈이 더 재밌다
불릿 트레인,7,원작소설을 좋아해서 보러갔는데 예상보다 캐릭터들과 그 관계성을 잘 잡아내서 괜찮았다.
버닝,10,다시 보게 되는 영호ㅏ인거같아
헌트,9,연기 굿~! 연출 굿 ~!주제 굿~!재탕해도 지루할 틈이 없을것 같음~강추~!
불릿 트레인,4,"B급 코미디라고 하기에도 애매, 액션영화라고 하기도 좀 애매...외국 감독이 일본에 대한 어떠한 환상이 있는가를 여실히 보여주는 영화"
불릿 트레인,4,"B급 코미디라고 하기에도 애매, 액션영화라고 하기도 좀 애매...외국 감독이 일본에 대한 어떠한 환상이 있는가를 여실히 보여주는 영화"
토르: 러브 앤 썬더,6,토르가 주인공인 영화가 맞는거죠 ...?디즈니+에서 공개했으면 조금은 더 나았을지도 모르겠네요
서울대작전,10,짜릿하고 통쾌하고 최고에요
헌트,8,시나리오는 괜찮은데 2명이 모든걸 다하는 느낌
헌트,10,잘 봤습니다 재밌어요
놉,6,해설이 필요한 영화도 좋지만 간단히 즐길 수 있는 영화가 더 좋다
외계+인 1부,8,"취향이어서 재미있게 봤습니다 !현대씬은 조금 지루했고, 고려씬이 더 재미있었어요 2부 너무 기대됩니다 !"
해치지않아,2,나무늘보 남친 ㅈ같은 역이라 보는동안 암걸릴뻔ㅅㅂ 내용이 고구마 보는동안 암걸림시원한 사이다장면이 없어서 더짜증
서울대작전,10,전 재미있게 봤어요~ ^^잔인한장면은 눈 가리고 봤지만 ^^;;  시간 금방 가던데요
육사오(6/45),10,정말 재밌게보았습니다. 강추.
한산: 용의 출현,9,구선 최고 ! 학익진 최고 ! 이순신장군님 만세 !
서울대작전,8,나만 이 귀한시간을 버릴수는없지모두모두 한사람이라도 더 보라고하여 아까웠던 내시간을 만회하고자 합니다자 모두들 보세요끝까지보세요 의리로 보세요 뿅
헌트,1,"이걸 돈주고 봤다는 것이 너무 아까웠다는거... 원래 정우성 나오는 것은  보지를 않는데... (정우성의 대사 전달력은 어떻게 배우가 되었는지 의심이 들 정도, 볼 영화가 없어서 본 ) 여기에 돈을 드려서 투자한 곳이 의심스럽다는거... 감상포인트에 줄 것도 없는데 주라고 해서 억지로 연출로 넣었다는거"
비상선언,6,"제목이  비상선언인데 영화 상 비상선언이 임팩트가 너무 없었어요그냥 툭 치면 눈물나는 잘 우는 편인데, 눈물이 맺히지도 않았네요..."
육사오(6/45),8,괜찮음 할인으로해서보면 아깝지않음ㅋ
육사오(6/45),10,저 리뷰 처음 써보는데요….. 진짜 개재밌어요 ……. 인당 표 3만원이어도 …….. 봤을겁니다 …………. 너무 재밌어요 …
헤어질 결심,5,저는 개인적으로 좀 난해했네요ㅠ
서울대작전,1,이게 뭐람...시간 아까움
육사오(6/45),7,"결말이 조금 얼렁뚱땅하게 넘어가면서 끝나는 점이 조금 아쉬웠지만, 배우들의 연기력과 웃긴 스토리로 다 감안이 되는 작품인 거 같습니다.오랜만에 재밌는 한국 영화가 나와 기쁩니다."
서울대작전,1,"오글거리고, 부글 거려서 끝까지 보기 힘들지경;;;"
헌트,6,정우성 연기 좀 늘었네. 이제 보통은 하는듯
서울대작전,2,완전 쓰레기!! 재활용도 안되는 쓰레기!!
서울대작전,2,항상 집에서 영화볼땐 리시버를 켜서 5.1채널로 본다 재미와 상관없이...근데 보다가 리시버에 쓰는 전기가 아까워 끄긴 첨이다
불릿 트레인,7,"액션도, 대사도, 화면도 현란하고 빠르고 화려한데 재미보단 피로함이 더 쌓이는 영화. 그래도 무게잡지않고 가볍게 치고 빠지는 빵형의 액션과 연기는 좋았음"
헌트,1,우성이형하고 정재형 인맥자랑 과시영화 그이상 이하도 아님
더 킬러: 죽어도 되는 아이,8,
헌트,8,인물들 보는 재미도 있었고 실제 사건들을 잘 엮어서 필요 없는 장면 없이 빠른 전개 재밌었습니다 !
장고:분노의 추적자,9,소재를 흥미진진하게 이끌어가는 능력! 실감 넘치는 총격전은 덤
외계+인 1부,4,너무 난잡하다 좀만 간결하게 만들었으면 평작 이상은 되었을듯 한데
육사오(6/45),10,아무생각없이봤는데 진짜 잼있게봤어요ㅎ
나고야 살인사건,1,너무너무무섭습니다빨간마스크삼천포에서유행했는데쫙가위로찢어버리고삼천포에서가위로성형에실패해서자꾸도피하고나가기도무서워서정말너무너무무섭고트라우마정말정말앞으로평생이런무서운영화그리고정말정말무섭고공포트라우마이런영화는그만만들었으면합니다너무너무이번여름에공포영화트라우마이런무서운영화는정말너무너무무섭습니다!!^^ㅠㅠ..
서울대작전,10,유아인 존멋.. 유아인 연기에 취해서 관람했습니다
헤어질 결심,9,"영화의 미장센과 인물들의 대사 모든 게 너무 훌륭해서 오랜만에 다회차 한 영화 흥행 성적은 아쉽지만.. 국제,국내적인 평가가 좋아 그나마 다행이다"
극장판 금빛 모자이크: 땡큐!!,10,마지막에 지금까지 나온 금빛 모자이크 시리즈 명장명이 나와서 2013년부터 본 사람으로서 울었습니다 스튜디오 5조 그리고 카도카와 이렇게 감동적인 애니메이션을 만들어주셔서 감사드립니다 사랑해~ 앨리스
로스트 도터,7,믿고 보는 배우 올리비아 콜먼
모비딕,2,이런정말범죄영화는악연입니다모비딕영화기자가딱찍고증거자료없는걸확인하고질식사땅트렁크에서짝몰래죽여가지고처벌못하게끔잔머리굴리고딱머리앞에서꿀려서인간이길포기하는영화모비딕영화여수에서봤는데추억이있는데정말무섭습니다.여수에서추억이모비딕영화정말쌩양아치짓거리정말기자가녹취한다는걸알고정말사람을쫙죽여버리는영화정말다시는안보고추억이여수에있는데정말무섭습니다정말정말과거는머릿속에서타임머신이돌아와도살아지지않는데정말정말이런영화안만들었으면좋겠습니다!!^^ㅠㅠ..
불릿 트레인,8,액션이 쉴틈없이 슉슉 재미있엇어요 !인물들이 너무 자주 왔다갔다해서 복잡하긴했지만스토리도 있고 팝콘무비로는 좋았습니다 !
헌트,10,재밌어요~~!! 이정재 잘만들었네요
불릿 트레인,9,악평까지 들을만한 내용은 아닌거 같은디 ...
서울대작전,7,그냥 저냥 가볍게 보다가 스카이다이빙에서 포기했다.
강릉,1,강릉홍보용 영화인가?
헌트,9,최근 본 한국영화 중에 최고
외계+인 1부,8,여기 저기 귀동냥 하지말고 유투브 리뷰도 보지 말고 일단 보고 이야기하셈. 나쁘지 않다. 최동훈 감독이 기문둔갑 같은거 하나 찍어주면 진짜 지릴듯. 이 영화 진짜 볼만하다 ㄹㅇ. 내용도 다 설명해줘서 하나도 안 복잡한데?ㅋ 좀 더 과감하게 광고 때렸어야 한다고 봄.
스파이더맨: 노 웨이 홈,10,시간이 삭제된다.톰 홀랜드의 스파이더맨 시리즈는 볼 때마다 졸아서 안볼려다가 봤는데 재밌게 봤다.
놉,7,한번에 의미하는 바를 다 이해할수는 없었음
카터,1,와..  ㅁㅊ 10분을 못 넘겨서 껐네... 무슨 다 옷벗고 여자남자 다 벌거벗은 상태여서 ㅎ
킥 애스: 영웅의 탄생,10,클로이모레츠의 힛걸 하나만으로도 만점. 너무나도 사랑스러운 클로이모레츠~
서울대작전,8,주제가 무겁다고해서 진지하고 무게감있게 연출하는 영화들은 많이 봤는데 이 영화는 유쾌하고 재밌게 내용을 풀어나가는게 좋았다. 평점이 안좋길래 기대안하고 봤는데 시간가는줄 모르게 어렵지않고 술술 넘어가는 영화였다. 유아인배우를 포함하여 많은 배우들이 연기를 너무 잘해서 몰입이 잘되었다.
DC 리그 오브 슈퍼-펫,8,
무서운 집,10,사탄의 권능으로 만들어진 작품. 지금이라도 리모콘 끄시길!
귀멸의 칼날: 아사쿠사 편,6,그냥 재편집본 일본 사는 친구가 매번 추천해서 받는데 기대 이상은 아니었습니다. 나쁘지도 않았지만..
서울대작전,1,....재미없음...
불릿 트레인,10,아니 왜? 일본색 빼면 겁나 재밌는데 평점 왜 이럼???
탑건: 매버릭,10,1보다 재밌다 앞에 서사가 조금 길긴한데 뒤에 30분은 시간가는줄 몰랐음
놉,2,"재미없다. 하지만 담긴 뜻은 깊다.다양한 볼거리를 보여주고, 많은 이야기를 들려준다. 그뿐이다."
댄싱퀸,10,정말정말댄싱퀸여수에서영화정말잘만든눈물국제변호사야이름알린눈눈물이주루룩정치판이개판이란걸알아주는데정말감동적인이사회인식을바꾸는거할머니우리도도와줄수가없어요정말감동적인영화정말이건추억의한국영화이대한민국사회가이렇게힘든현실이정말감동적인영화이런영화가강추하고정말감동적인극장면정말정말이런유쾌정말성공하는영화가많이만들었으면좋겠네요정말정말하이틴하고정말정말성공하는영화입니다!!^^ㅠㅠ..화이팅너무너무좋습니다!!^^ㅠㅠ..
육사오(6/45),10,배우들이 코믹 연기 달인들이예요 넘 재밌었어요
헌트,10,"두시간이 넘는 러닝타임이 전혀 지루할 틈이 없이스토리가 이어지고, 배우분들의 연기력이야 말할것도 없이 훌륭했습니다..여운이 꽤 남는 영화였습니다"
육사오(6/45),10,진짜 존잼이에요 또봐도 재밌을듯
외계+인 1부,10,종교단체 및 반대 세력들에 의해 평점 테러를 당 한 것 같네요 아무래도 이런 외계인 관련 영화들은 견제 당해지기 마련이거든요ㅋ 또 스타일 상 호불호가 갈릴 수 밖에 없을터라 재미있게 본 사람들은 강추 할 것이고 재미없게 본 사람들은 비현실적이고 CG 극혐 하는 사람들이 있어 불호가 될 거라고 봅니다 하지만 역대 한국 영화 중에 이 정도로 자연스러운 CG가 있었나 싶을 정도로 굉장히 잘 만들어진 SF 영화가 아닌가 싶습니다 해외 자본과 해외 기술력이 들어가지 않았나 싶네요 암튼 취향이 맞으시는 분들에게는 더할 나위 없이 최고의 영화가 아닐까 싶습니다 저는 개인적으로 극호 불호 중 중상위 정도 쯤이며 다음 편이 기다려지네요 나름 재미있게 봤습니다ㅎ 참고로 전우치랑 이 영화를 비교해서는 안됩니다 전우치는 전우치에서 끝내야 합니다 아쉬움에 하는 소리들이겠지만 전우치와는 완전 다른 영화입니다 저도 개인적으로 전우치 후속을 기다렸으나 추억은 추억속에 묻을때 아름다운 법 강동원은 전우치에 잘 고이묻어 두는게 좋을 듯 싶습니다 근데 전우치를 재미있게 보신 분들은 아무래도 그리울 수 밖에 없을 것 같긴 합니다 암튼 평점 테러 당해 10점 줍니다 8점대가 적당하지 않나 싶네요ㅎ
외계+인 1부,10,독특한소재 인상깊게 봤어요
외계+인 1부,10,난 재미있게 봤는데 전우치 느낌도있고~ 억지 신파도 없고. 편안하게 재미있게 봤는데 이런 작품이 많이 니왔으면 좋겠다
외계+인 1부,2,"80,90 년대 짱게 영화 감성이네요.강시보는줄...짱게 감성 할려면 그냥 짱게가서 감독하세요."
서울대작전,1,"와.. 보다가 계속 볼 수가 없어서 여자친구에게 정중히 사과하고 그만보자고 했습니다. 스토리, 대사, 연출 뭐하나 끝까지 인내하고 볼 수 없었습니다. 괜히 사람들 평가가 박한게 아니더군요? 명품배우들도 많이 나왔지만 일부 몇몇은 연기력도 이해할 수 없었습니다. 일본의 이니셜D를 떠올리게 하는 영화 설정은 긍정적이였는데 나머지는 마음에 드는 부분이 없었습니다."
풀타임,8,그야말로 치명적 스릴러
육사오(6/45),10,간만에웃고나옴  기대안하고갔는데  그냥재밋었음ㅎㅎ
헤어질 결심,10,완벽하다. 하지만 너무 어려운 러브 스토리다.15세가 관람가인데 어린 친구들이 보았을 때 공감대 형성이 어렵지 않을까 싶다.차라리 올드보이처럼 조금 더 어둡고 분위기를 조성했으면 더욱 좋지 않을까 싶다. 탕웨이가 중국어를 구사할 때 바뀌는 표정과 분위기는 압도적이었다. 그리고 극히 주관적인 감상평으로 말하자면 애플이 협찬한건가? 싶을 정도로 애플워치를 잘쓴다. 나도 사고 싶다. 애플워치
할머니의 먼 집,10,할머니의 인생 사랑이 절절하게 느껴짐
놉,7,겟아웃과 어스 같은 분위기를 기대하고 간다면 실망할듯하지만 난 이번 영화가 제일 좋았다
서울대작전,2,하.... 이 배우를 가지고 ;;;
불릿 트레인,6,생각없이 볼만한 팝콘무비를 생각하면서 보게끔 만들어 놓은 이상한 작품. 액션은 볼만하다.
불릿 트레인,1,진짜 이딴걸 영화라고 만들었나 ㅋㅋ개재미없었고 별로 안잔인해서 짜증남
헌트,1,보다 잠듬 개노잼 댓글알바 ㅈㄴ많네
케이프 피어,6,마틴스콜세지 감독의 옛날작품이라 봤는데 확실히 요즘 영화와 비교하면 촌스러움
육사오(6/45),9,재밌다고해서 보러갔는데 정말 재밌게 보고왔어요 내용이 너무 웃겨서ㅋㅋㅋㅋ2편도 나올수 있을것 같던데 나오려나요?
육사오(6/45),10,너무 웃겨서 엄청 웃었어요 ㅋㅋㅋㅋ
불릿 트레인,10,영화 재밌고 즐겁습니다.  평점 테러인가요? 평점은 믿을게 못되는 거라는 개인적인  확신이 드네요 ㅎㅎ
서울대작전,10,유쾌 상쾌 통쾌 재밌었어요
서울대작전,5,200억중에 얼마나 샜을까 궁금..
서울대작전,1,레트로 감성만 너무 강조해서 스토리가 안보여요
헌트,9,이정재와 정우성의 투톱 주연에 스토리와 액션또한 탄탄함. 1980년대 격동의 시간을 실화를 기반으로 한 픽션은 정말 절묘했음. 감독 데뷔치곤 퀼리티 있는 영화였음.
육사오(6/45),4,고경표배우님 뭔가 진짜 있을 거같은 느낌의 연기가 인상깊었습니다. 뭔가 억지 웃음 조장인것 같은 느낌이 있어서 중간중간 좀 지루했어요… 좀 아쉬운 스토리 전개
육사오(6/45),10,간만에 웃을수있는 영화가 나왔다.화려하고 복잡하지는 않지만 코믹이라면 맘편히 웃을수 있는 이런영화가 떠야하지 않을까?
불릿 트레인,5,빵형 주연 아니였으면 안봤음
뽀로로 극장판 드래곤캐슬 대모험,10,당연히 아이가 있는집이라면 가보신다면 만족하실겁니다.
서울대작전,1,"요즘 먹힌다는 레트로를 기믹으로 그럴싸하게 인테리어 해놓았으나, 이것을 맹신한 나머지 영화의 구성과 스토리는 최악의 레이스를 달린다. 잘 차려놓은 레트로 펍에서 재미없는 친구들과 두시간을 버텨야 하는 느낌이다."
서울대작전,1,켜놓고 스타크래프트함 노몰입 1보다 낮은점수는없나 마이너스도잇으면좋겟다
서울대작전,1,내가 카터도20분 보다껐는데 이건 10분도안되서 껐다 이런거만들면 안미안하냐
놉,6,볼볼볼만합니다....
서울대작전,1,왜... 유아인은 이 작품을 선택 했을까. 무슨이유로....
서울대작전,1,겉멋만 잔뜩든 영화...
서울대작전,1,
헌트,9,최고의 영화 ...
서울대작전,1,나중에는 이재명 범죄를 다룬 영화들도 많이 나와야할텐데...
놉,7,간단하면서도 해석할 여지가 많은 영화
헌트,10,기대없이 봤는데 올해 본 영화중에 제일 재밌었음
육사오(6/45),8,초등학생들이 재밌게 볼 영화~~~~큰감동은 없어도 그냥 맘편히 웃을수있는 영화~~^^4학년딸은 헌트보다 육사오가 더 재밌다네요~~^^
탑건: 매버릭,10,찐입니다.큰 화면에 큰 소리가 어울리는영화관에서 꼭 봐야할 영화입니다.
탑건: 매버릭,10,찐입니다.큰 화면에 큰 소리가 어울리는영화관에서 꼭 봐야할 영화입니다.
혐오스런 마츠코의 일생,10,재밋ㄴ어요.짱짱팁이 노래 중독적
육사오(6/45),2,평점은 알바인건가? 아님 수준이.... 중간에 나오고 싶었다 이게 무슨....이건 아니다
한산: 용의 출현,4,내가 감독의 학익진에 당했다
육사오(6/45),10,정말 개그에 몰빵한 영화인데 편하게 봤음 재밌었다 ㄹㅇ
놉,10,돈 룩 업 ..!!! 근데 나같아도 현혹될 듯 ..
헌트,8,이정재의 감독 데뷔작으로 기대 이상이였어요 스토리가 탄탄하다기 보단 정말 하고 싶은 말을 딱딱 넣을 줄 아는 것 같네요
육사오(6/45),9,코믹연기 미쳣음....개그코드가 맞는다면 진짜 웃다가 나오는 영화에여극한직업 이후로 연령대 상관없이 재밋게 볼수잇는 영화에요!
링스,4,귀신이 귀신같지 않다.
서울대작전,1,"역대급 OOO기 영화! 여주인공 오토바이녀 연기 진짜 진짜 못함! 오바이트 나올정도!, 이규형은 더 못함, 한국영화의 미래를 암울하게 만드는 개망작!"
헌트,10,"방송에서 홍보를 엄청하길래 큰기대는 없었지만 호기심에 봤는데 정말 재밌다. 이정재님 연기, 연출 둘다된다니 놀랍다."
외계+인 1부,6,염정아 도술에  빵터졌음 ㅋ ㅋ
불릿 트레인,8,나쁘지는 않은데 좋지도 않았다..
서울대작전,10,유아인 고경포 연기력은 역시 훌륭 믿고보는 배우들 몰입력도 좋고 전반적으로 재밌었음
어웨이크,10,전 스릴있고 손에 땀을 쥐고 보느라 시간이 어떻게 가는지를 몰랐네요. 너무 재미있었어요.
서울대작전,1,감독이랑 배우들도 직접보면서 무슨생각을 했을까 우리들과 똑같은 생각이겠지..
외계+인 1부,1,
DC 리그 오브 슈퍼-펫,8,조카들이 좋아했어요 귀여운 영화!
프리 가이,5,점프하면서 달리는거 개웃기네 ㅋㅋ
헌트,9,거의 2시간 내내 강하게 휘몰아쳐서 정보를 습득할 틈이 없긴함 그럼에도 짜임새가 좋기에 칭찬할 요소가 정말 많은 영화 .. 믿을 수 없겠지만 이 영화 안에는 테넷헤어질결심탑건이 있습니다
서울대작전,1,처음으로 영화를 보다가 중간에 껐습니다
헌트,10,개인적으로 이정재 최고의영화 정우성의3번째최고의영화 아쉬움 점은 실제사건의 배경인것이다 그래서  2편을 기다한다  그럼 사이다일것 같다
서울대작전,10,오랜만에 레이싱관련 영화라그런가 개인적으론 만족했던 영화!
괴물,9,인간의 무례를 괴물로 형상화한 영화
육사오(6/45),2,집에서 보세요극장에서 보기엔 돈이 좀
육사오(6/45),10,"스트레스없는 영화 보고싶어서 갔는데, 생각보다 재밌고 스토리도 유쾌했어요^^"
어웨이크,8,긴장감은 뛰어났지만 스토리의 아쉬움
불릿 트레인,6,지극히 본인의 취향에 맞지 않음 과도한 일뽕이 불호 이유 중의 하나인듯
헌트,10,"별 기대 없이 봤다가, 놀랜 영화임, 올해 한국 영화 중, 최고^^"
서울대작전,1,내용 개연성 없고 중반이후로 부터는 동욱빼고는 동료들 거의 들러리 취급 cg는 200억정도 투자한 영화라는 생각할수 없을 정도로  처참하네요 레트로 감성 노린거같은데 그냥 망작입니다 여기에 별점 높게 주신분들 진짜 이해가 안되네요
육사오(6/45),8,개그코드 맞아서 진짜 제대로 웃고 옴
서울대작전,1,편집이라도 길게 가져갔으면 개연성은 있었을텐데.1점도 아깝다
초속5센티미터,8,"볼 때는 너의 이름은이 시각적인 것 때문에 더 끌렸는데, 시간이 지나고나니 이게 더 기억나고 ost는 항상 챙겨 듣게 된다"
헌트,10,
놉,10,음악이 주는 긴장감과 스토리의 참신함 .. 조동필 시리즈 중 최애였어요
한산: 용의 출현,8,연기력너무들뛰어나시고  꼼꾬하고세심한감독님대단하십니다. 단  영화의질이약간낮아보일수있는 장면이옥의티네요   감은좀떨어지는부분이있으신듯
리벤지,1,친구 마누라 빼앗은걸 미화한 불륜 영화
맨 인 더 다크 2,9,긴장감 최대치!재밌음.아역 연기 잘 함.멍멍이들 감사~너무 잔인해서 고개 몇번 돌림.3편 기대!!
한산: 용의 출현,10,장이수 출세했네.출세했어
서울대작전,1,영상작업 중에 옆에 틀어놨는데 백색소음으로는 좋네요.
서울대작전,2,어떡한담....보자마자 아? 했을때 껐어야했는데ㅜㅜ기대한 나한테 화가나네^^
서울대작전,1,당시 유행하던 우뢰매가 더 잼있겠다. 날고 기믄 배우들 불러다가 번 미친짓이냐? 배우들 보기 부끄럽지 않냐? 감독아!!
서울대작전,1,15분 정도 보다가 껏어요 ㅠㅠㅠㅠ캐스팅 배우들이 아까웠다는생각이 드는영화
서울대작전,1,"올해 넷플릭스 최악의 영화: 카터, 서울대작전."
서울대작전,1,니들이 이영화의 깊은 뜻을 알어? 난몰랑
서울대작전,1,"보다 자고, 보다 끄고 3번에 나눠서 겨우 다봣습니다."
외계+인 1부,2,"순제작비 400억의 영화 ... 시간이 아까웠다. 우리나라의 CG가 이렇게 발전했구나 외에는 좋은 말을 할 수 없는 영화다. 외국 여러 영화 만화를 조잡하게 짜깁어놓았다. 아이언맨, 트렌스포머, 기생수, 전우치 ... 시대는 또 이상하게 꼬아놔서 몰입도를 더 떨어뜨린다. 무엇보다 쓸데없이 유명 배우가 많다. 돈이면 작품성이고 뭐고 필요 없는 건가? 하는 생각이 들었다. 투자자들이 이 영화를 어떻게 봤을까? 2부? 제발 참아주세요. 넷플릭스에서도 안 볼 거예요. 이 작품이 왜? 어떻게 영화로 만들어진 건지 이해가 되지 않습니다. 내 돈, 내 시간 돌려주세요."
서울대작전,1,감독님은 재능이 없는거 같으니까. 어디 배달알바라도 하러 다니세요.왜 돈으로 똥을 만드시나요.감상포인트가 없는데 왜 고르라는거야
서울대작전,8,
한산: 용의 출현,5,그냥 좋았습니다. 노량도 기대됩니다
육사오(6/45),9,"극한직업 이후로 진짜 생각없이 웃기만 하다가 나왔다. 올여름 한국 망작들 사이에서 의외로 성공할거라 장담한다. 수백억 들인 외계+인 , 비상선언보다 훨씬 재밌다. 한국 탑클라스 배우들 연령대가 너무 높아서 볼때마다 짜증났는데 젋은배우로 가득찬 화면보니 생기가 돌고 상큼했다.(헌트에서 황정민이 연기한 북한 조종사가 당시 나이 30세였다는데 해도해도 너무 한다.)"
놉,6,유에프오인줄 알앗는데 하늘 나는 오징어였어
육사오(6/45),4,평이 좋아서 기대하고 봤는데 뻔한 코믹영화네요
헌트,10,중간에 대사가 잘 안들려서 아쉬웠지만 재밌게 봤어요
서울대작전,1,"1. 아이돌 배우들의 오바스럽고 몰입을 깨는 연기(코믹 영화라고 해도 상황과 분위기를 살려야하는데 저해만 시키는 발연기임)2. 입체감 없는 캐릭터, 튀고 개성있고 재밌어보이는 모습만 부각되어 인물들이 입체적으로 보이기 보다 그냥 유아인과 까불이 4명 같은 느낌 3. 코믹 영화해서 현실성을 바라는건 욕심이지만 , 몰입과 재미를 방해하는 정도의 비현실성이 있음. 감독이 머릿속에서 도대체 무슨그림을 그렸는지는 모르겠지만, 영화 개봉전엥 이런 졸작이 완성됬다면 차라리 갈아엎고 다시 만들어야했음. 투자자와 관객에 대한 모독수준임."
외계+인 1부,10,빠른 진행과 분위기가 전우치를 연상시키지만..재미나게 봤어요..글구 2편두 기대되요..왜 인기가 없었는지 이해가 안되네요..
불릿 트레인,7,"우연을 가장한 필연으로 가득찬, 업보라는 이름의 열차"
서울대작전,2,하 다행이다 넷플릭스에서 개봉해서영화관이였음 진짜 화나뻔
서울대작전,10,시간가는줄 모르고 봤습니다. 킬링타임으로 최고+영상미도 좋네요!!
서울대작전,10,넘 재밌어요 색감도 좋구여!~~ 재밌는데 다른분들 평점 왜이럼..
육사오(6/45),10,코미디 영화가 안나온지 너무 오래되서 그리웠는데 너무 재밌게 봤습니다^_^
서울대작전,8,재미집니다 배우들 케미 짱
불릿 트레인,6,데드풀 감독이라고 할때 이미 이런풍의 영화 일줄 짐작. 볼만은 한데 정신 없어.
몸 값,10,머리 한대 맞은느낌...
서울대작전,10,연출이 힙하다. 재밌던데 4점인가이게... 난 재밌게봤는데
헤어질 결심,10,올해 한국 영화 중 최고입니다..
